title,author(s),retail_price,discounted/sale_price,isbn10,book_type,number_of_pages,input_isbn
Adele,Leïla Slimani,13.19,11.99,0571331971,ePUB,224.0,9780571331970
The Faithless,Martina Cole,11.99,11.99,0755375564,ePUB,442.0,9780755375561
The Road to Wigan Pier,George Orwell,15.99,15.99,0141913886,ePUB,240.0,9780141913889
Talking to Strangers,Malcolm Gladwell,15.99,15.99,0241351588,ePUB,320.0,9780241351581
Reality Is Not What It Seems,Carlo Rovelli,15.99,15.99,0241257972,ePUB,256.0,9780241257975
The Complete English Poems,John Donne,14.99,14.99,0141916036,ePUB,688.0,9780141916033
The Fires Of Heaven,Robert Jordan,12.99,12.99,0748115382,ePUB,928.0,9780748115389
The Prince,Niccolo Machiavelli,3.99,3.99,0307962547,ePUB,,9780307962546
Fantastic Mr Fox,Roald Dahl,9.99,9.99,0141929847,ePUB,96.0,9780141929842
"Reader And Educator Guide To ""the Hobbit"" And ""the Lord Of The Rings""",Houghton Mifflin Harcourt,4.99,4.99,0544052005,ePUB,,9780544052000
The Ragged Heiress,Dilly Court,15.99,15.99,1407087835,ePUB,512.0,9781407087832
3rd Degree,James Patterson|Andrew Gross,12.99,12.99,0755387074,ePUB,283.0,9780755387076
Fated,Benedict Jacka,11.99,11.99,0748124918,ePUB,304.0,9780748124916
Enemy of God,Bernard Cornwell,22.99,20.35,1405928336,Paperback,496.0,9781405928335
The French House,Nick Alexander,5.99,5.99,0857896342,ePUB,300.0,9780857896346
Periodic Tales,Hugh Aldersey-Williams,15.99,15.99,0141919264,ePUB,448.0,9780141919263
The Light Fantastic,Terry Pratchett,15.99,15.99,1407034391,ePUB,288.0,9781407034393
Enlightenment Now,Steven Pinker,18.99,18.99,0141979100,ePUB,256.0,9780141979106
Don't Forget Your Crown,Derrick Jaxn,14.11,14.11,0463456912,ePUB,,9780463456910
"Dark Justice (Sean Dillon Series, Book 12)",Jack Higgins,10.99,10.99,0007369409,ePUB,416.0,9780007369409
Those Darn Squirrels!,Adam Rubin,14.29,11.99,0544029569,ePUB,32.0,9780544029569
Macleod's Clinical Examination,J Alastair Innes,73.95,73.95,0702069914,ePUB,0.0,9780702069918
Why Do I Do That? Psychological Defense Mechanisms and the Hidden Ways They Shape Our Lives,Joseph Burgo,14.36,14.36,0988443112,ePUB,,9780988443112
A Spell for Chameleon,Piers Anthony,6.99,6.99,0345454308,ePUB,,9780345454300
The Stress Solution,Dr Rangan Chatterjee,19.99,19.99,0241317959,ePUB,272.0,9780241317952
The Burning Girl,Mark Billingham,12.99,12.99,0748109595,ePUB,448.0,9780748109593
Helga's Diary,Helga Weiss,15.99,15.99,0241959519,ePUB,240.0,9780241959510
The Merchant's House,Kate Ellis,12.99,12.99,0748126740,ePUB,256.0,9780748126743
The First Law Trilogy Boxed Set,Joe Abercrombie,21.99,21.99,057508622X,ePUB,1600.0,9780575086227
Mort,Terry Pratchett,15.99,15.99,1407034502,ePUB,320.0,9781407034508
The Fall,Robert Muchamore,19.99,18.25,0340911700,Paperback,352.0,9780340911709
One-hit Wonder,Lisa Jewell,15.99,15.99,0141916222,ePUB,464.0,9780141916224
First Prize for the Worst Witch,Jill Murphy,9.99,9.99,0141355174,ePUB,208.0,9780141355177
The Other Daughter,Lisa Gardner,11.99,11.99,0755396529,ePUB,328.0,9780755396528
Watch Your Back (The Baltimore Series Book 4),Karen Rose,11.99,11.99,0755389948,ePUB,544.0,9780755389940
Monty,Spike Milligan,14.99,14.99,0241966167,ePUB,128.0,9780241966167
Towers of Midnight,Robert Jordan|Brandon Sanderson,12.99,12.99,0748117210,ePUB,672.0,9780748117215
Nineteen Eighty-Four,George Orwell,10.99,10.99,0141919957,ePUB,400.0,9780141919959
Dark Witch,Nora Roberts,11.99,11.99,1405517824,ePUB,368.0,9781405517829
Anything is Possible,Elizabeth Strout,15.99,15.99,0241248809,ePUB,280.0,9780241248805
The Songs of Distant Earth,Arthur C Clarke,23.75,23.75,0586066233,Paperback,240.0,9780586066232
Good Economics for Hard Times,Abhijit V. Banerjee|Esther Duflo,21.99,21.99,0141986204,ePUB,256.0,9780141986203
Alicia,Alicia Appleman-Jurman,13.7,11.99,0307788644,ePUB,,9780307788641
The Beach House,Beth Reekles,9.99,9.99,0241413214,ePUB,208.0,9780241413210
Low Level Hell,Hugh L. Mills Jr.,25.7,20.99,0307537927,ePUB,,9780307537928
The Odyssey,Homer,62.65,50.99,0393634566,ePUB,656.0,9780393634563
The Man Who Solved the Market,Gregory Zuckerman,18.99,18.99,0241981344,ePUB,304.0,9780241981344
Hulk,Greg Pak,13.19,10.99,0785171398,ePUB,,9780785171393
The Far Side of the Sun,Kate Furnivall,12.99,12.99,1405521287,ePUB,384.0,9781405521284
The Power Is Within You,Louise Hay,10.26,9.99,1401928927,ePUB,238.0,9781401928926
"Finding Ultra, Revised and Updated Edition",Rich Roll,25.7,20.99,0307952215,ePUB,,9780307952219
The Gateway to the Seer Realm,Barbie Breathitt,24.93,20.99,0768487811,ePUB,316.0,9780768487817
Last Seen Alive,Claire Douglas,15.99,15.99,1405926414,ePUB,400.0,9781405926416
Artemis Fowl and the Opal Deception,Eoin Colfer,12.99,12.99,0141927232,ePUB,384.0,9780141927237
Age of Iron,Angus Watson,11.99,11.99,1405528524,ePUB,560.0,9781405528528
Nemesis,Jo Nesbo,15.99,15.99,1407013351,ePUB,720.0,9781407013350
The New Annotated Frankenstein (The Annotated Books),Mary Shelley|Anne K. Mellor,54.95,43.99,087140950X,ePUB,416.0,9780871409508
Fever of the Bone,Val McDermid,11.99,11.99,0748114696,ePUB,448.0,9780748114696
"Who am I, again?",Lenny Henry,18.69,15.99,0571342620,ePUB,352.0,9780571342624
Sophie's World,Jostein Gaarder,12.99,12.99,0297864076,ePUB,448.0,9780297864073
Gettysburg,Stephen W. Sears,11.99,11.99,0547526849,ePUB,640.0,9780547526843
The Rise and Fall of the British Nation,David Edgerton,18.99,18.99,0141975962,ePUB,720.0,9780141975962
Percy Jackson and the Battle of the Labyrinth,Rick Riordan,12.99,12.99,0141919140,ePUB,352.0,9780141919140
The Charisma Myth,Olivia Fox Cabane,16.99,16.99,0670922889,ePUB,272.0,9780670922888
Death's End,Cixin Liu,52.25,52.25,0765377101,Hardcover,608.0,9780765377104
The Light that Failed,Ivan Krastev|Stephen Holmes,15.99,15.99,0241345715,ePUB,256.0,9780241345719
Two Women,Martina Cole,11.99,11.99,0755350766,ePUB,672.0,9780755350766
Funny Girl,Nick Hornby,15.99,15.99,0241965217,ePUB,256.0,9780241965214
Thursday's Child,Nicci French,15.99,15.99,0141964049,ePUB,320.0,9780141964041
The Corfu Trilogy,Gerald Durrell,18.99,18.99,0141911131,ePUB,768.0,9780141911137
The Cleaner of Chartres,Salley Vickers,15.99,15.99,0241963338,ePUB,304.0,9780241963333
The Well of Ascension,Brandon Sanderson,11.99,11.99,0575097752,ePUB,800.0,9780575097759
You Can't Hide,Karen Rose,11.99,11.99,0755372220,ePUB,300.0,9780755372225
Lights Out Till Dawn,Dee Williams,12.99,12.99,0755358937,ePUB,320.0,9780755358939
What Is Mathematics?,the late Richard Courant|Herbert Robbins,30.0,30.0,019975487X,ePUB,0.0,9780199754878
The Glass Castle,Jeannette Walls,11.99,11.99,0748115560,ePUB,352.0,9780748115563
Mary Queen of Scots,John Guy,15.99,15.99,0241986893,ePUB,100.0,9780241986899
Bookends,Jane Green,15.99,15.99,0141903163,ePUB,400.0,9780141903163
We Have Always Lived in the Castle,Shirley Jackson,15.99,15.99,0141927550,ePUB,176.0,9780141927558
The Shadow Rising,Robert Jordan,12.99,12.99,0748115374,ePUB,1056.0,9780748115372
Love Me Not,M. J. Arlidge,15.99,15.99,1405925647,ePUB,368.0,9781405925648
I'm Watching You,Mary Burton,14.99,14.99,014196040X,ePUB,448.0,9780141960401
Adolf Hitler,Spike Milligan,14.99,14.99,0241966159,ePUB,144.0,9780241966150
How to be Good,Nick Hornby,15.99,15.99,0141925280,ePUB,256.0,9780141925288
Dust,Patricia Cornwell,11.99,11.99,0748130772,ePUB,528.0,9780748130771
I Feel Bad About My Neck,Nora Ephron,15.99,15.99,1407037781,ePUB,224.0,9781407037783
The Penguin History of the United States of America,Hugh Brogan,18.99,18.99,0141937459,ePUB,752.0,9780141937458
When the Eagle Hunts (Eagles of the Empire 3),Simon Scarrow,12.99,12.99,0755350839,ePUB,448.0,9780755350834
Midnight in the Garden of Good and Evil,John Berendt,25.7,20.99,0307538370,ePUB,,9780307538376
The Lemonade War,Jacqueline Davies,4.99,4.99,0547529872,ePUB,,9780547529875
Cravings,Chrissy Teigen|Adeena Sussman,59.75,59.75,1101903910,Hardcover,240.0,9781101903919
Skinwalker,Faith Hunter,13.19,10.99,1101082216,ePUB,0.0,9781101082218
The Lady of the Rivers,Philippa Gregory,13.99,13.99,0857204300,ePUB,512.0,9780857204301
Merciless,Mary Burton,15.99,15.99,0141969059,ePUB,480.0,9780141969053
The Honourable Schoolboy,John le Carré,15.99,15.99,0241322367,ePUB,704.0,9780241322369
Love in the Time of Cholera,Gabriel Garcia Marquez,15.99,15.99,0241968577,ePUB,368.0,9780241968574
From Potter's Field,Patricia Cornwell,11.99,11.99,0748109382,ePUB,416.0,9780748109388
The Happy Return,C.S. Forester,15.99,15.99,0141959363,ePUB,304.0,9780141959368
The Boy Who Followed His Father into Auschwitz,Jeremy Dronfield,16.99,16.99,024135918X,ePUB,320.0,9780241359181
State of Emergency,Dominic Sandbrook,19.99,19.99,0241956919,ePUB,768.0,9780241956915
The House on Tradd Street,Karen White,13.7,11.99,1101079088,ePUB,352.0,9781101079089
Time of Death,Mark Billingham,11.99,11.99,1405527595,ePUB,448.0,9781405527590
Essentialism,Greg McKeown,18.99,18.99,0753550288,ePUB,272.0,9780753550281
Don't Want To Miss A Thing,Jill Mansell,11.99,11.99,0755355989,ePUB,352.0,9780755355983
Shoes Were For Sunday,Molly Weir,14.99,14.99,0241957931,ePUB,208.0,9780241957936
Goodnight Lady,Martina Cole,11.99,11.99,0755350758,ePUB,300.0,9780755350759
Homecoming Girls,Val Wood,15.99,15.99,140901066X,ePUB,416.0,9781409010661
Fear is the Key,Alistair MacLean,9.99,9.99,000728926X,ePUB,384.0,9780007289264
Streams of Silver,R.A. Salvatore,16.12,12.99,0786954051,ePUB,384.0,9780786954056
Baptism of Fire,Andrzej Sapkowski,12.99,12.99,0575090987,ePUB,288.0,9780575090989
The Annotated Little Women (The Annotated Books),Louisa May Alcott,61.55,49.99,0393248828,ePUB,668.0,9780393248821
Wham! George & Me,Andrew Ridgeley,19.99,19.99,0241385830,ePUB,368.0,9780241385838
The Game of Life and How to Play It,Florence Scovel Shinn,20.54,16.99,1101136243,ePUB,,9781101136249
The Song of Achilles,Madeline Miller,15.99,13.99,1408818906,ePUB,368.0,9781408818909
A Gift for Dying,M. J. Arlidge,15.99,15.99,140593249X,ePUB,400.0,9781405932493
Days Without End,Sebastian Barry,14.29,12.99,0571277039,ePUB,280.0,9780571277032
Tom Clancy's Duty and Honour,Grant Blackwood,15.99,15.99,1405922265,ePUB,512.0,9781405922265
4th of July,James Patterson|Maxine Paetro,4.99,4.99,0755387082,ePUB,351.0,9780755387083
Our Kind of Traitor,John le Carré,15.99,15.99,0141960957,ePUB,400.0,9780141960951
Rachel's Holiday,Marian Keyes,15.99,15.99,0141909811,ePUB,640.0,9780141909813
The 5th Horseman,James Patterson|Maxine Paetro,12.99,12.99,0755387287,ePUB,354.0,9780755387281
Vegan Under Pressure,Jill Nussinow,26.99,26.99,0544464036,ePUB,288.0,9780544464032
A Lesser Evil,Lesley Pearse,15.99,15.99,0141900954,ePUB,528.0,9780141900957
Binti,Nnedi Okorafor,3.99,3.99,0765384469,ePUB,,9780765384461
Refuge,Karen Lynch,6.47,6.47,1310011508,ePUB,,9781310011504
A Christmas Carol,Charles Dickens,8.55,7.99,0553897055,ePUB,,9780553897050
The Rose Demon,Paul Doherty,12.99,12.99,0755350464,ePUB,464.0,9780755350469
Heart Is A Lonely Hunter,Carson McCullers,26.99,26.99,0547346654,ePUB,,9780547346656
"Pure, White and Deadly",John Yudkin,16.99,16.99,0241965292,ePUB,224.0,9780241965290
The Hazel Wood,Melissa Albert,37.5,37.5,1250147905,Hardcover,368.0,9781250147905
Blood Cross,Faith Hunter,11.72,10.99,1101171227,ePUB,336.0,9781101171226
The Great Divorce,C. S. Lewis,31.75,31.75,0060652950,Paperback,160.0,9780060652951
Into the Fire,Dakota Meyer|Bing West,25.7,20.99,0679645446,ePUB,,9780679645443
The Penguin History of the World,J M Roberts|Odd Arne Westad,19.99,19.99,0141968729,ePUB,1280.0,9780141968728
Normal People,Sally Rooney,16.49,14.99,0571334660,ePUB,304.0,9780571334667
The Empty Cradle,Rosie Goodwin,11.99,11.99,0755385772,ePUB,357.0,9780755385775
The Summer Queen,Elizabeth Chadwick,24.99,21.75,0751548308,Paperback,496.0,9780751548303
Religion and the Decline of Magic,Sir Keith Thomas,19.99,19.99,0141932406,ePUB,880.0,9780141932408
The Autobiography,Sir Alastair Cook,14.99,14.99,0241401453,ePUB,288.0,9780241401453
Top Marks For Murder,Robin Stevens,9.99,9.99,0241348412,ePUB,352.0,9780241348413
The Smartest Guys in the Room,Bethany McLean|Peter Elkind,16.99,16.99,0241968674,ePUB,480.0,9780241968673
The Way of Zen,Alan W. Watts,8.55,7.99,0307784347,ePUB,,9780307784346
Walking in Wonder,John O'Donohue|John Quinn,25.7,20.99,0525575294,ePUB,,9780525575290
The Best Intentions,Candice Hern,3.99,3.99,0983866546,ePUB,,9780983866541
The 5th Horseman,James Patterson|Maxine Paetro,37.83,37.83,0446699314,Paperback,432.0,9780446699310
The Cromwell Street Murders,John Bennett|Graham Gardner,10.99,9.99,0752471376,ePUB,520.0,9780752471372
Comeback,Dick Francis,15.99,15.99,014194241X,ePUB,288.0,9780141942414
After You with the Pistol,Kyril Bonfiglioli,15.99,15.99,0241970326,ePUB,198.0,9780241970324
The Outcast,Sadie Jones,15.99,15.99,1407013157,ePUB,480.0,9781407013152
Lanny,Max Porter,16.49,14.99,057134030X,ePUB,224.0,9780571340309
George's Marvellous Medicine,Roald Dahl,9.99,9.99,0141929855,ePUB,128.0,9780141929859
Holly,Jude Deveraux,6.99,6.99,0743493524,ePUB,288.0,9780743493529
The Notebook,Nicholas Sparks,11.99,11.99,0748130462,ePUB,224.0,9780748130467
Cross Country,James Patterson,15.99,15.99,1407005359,ePUB,432.0,9781407005355
Stolen,Lesley Pearse,15.99,15.99,0141917679,ePUB,496.0,9780141917672
Die Trying,Lee Child,16.99,16.99,1407070258,ePUB,560.0,9781407070254
Secrets of a Sun King,Emma Carroll,10.99,9.99,0571328504,ePUB,304.0,9780571328505
The Odessa File,Frederick Forsyth,15.99,15.99,1407098012,ePUB,448.0,9781407098012
When God Was a Rabbit,Sarah Winman,22.99,20.35,0755379306,Paperback,352.0,9780755379309
Fanatical Prospecting,Jeb Blount,35.19,35.19,1119144760,ePUB,0.0,9781119144762
The Looking Glass War,John le Carré,15.99,15.99,0141967471,ePUB,288.0,9780141967479
The Miracle of Mindfulness,Thich Nhat Hanh,22.01,17.99,0807012440,ePUB,0.0,9780807012444
The Doll's House,M. J. Arlidge,15.99,15.99,1405919205,ePUB,448.0,9781405919203
The Night Watch,Sarah Waters,11.99,11.99,0748129332,ePUB,512.0,9780748129331
Blind Faith,Ben Elton,15.99,15.99,1407033832,ePUB,368.0,9781407033839
Resistance,J.M. Dillard,11.99,11.99,1416545484,ePUB,384.0,9781416545484
The Holocaust,Martin Gilbert,31.89,25.99,0795337191,ePUB,,9780795337192
Elm Tree Road,Anna Jacobs,14.38,12.99,0749040564,ePUB,352.0,9780749040567
The Runaway,Martina Cole,11.99,11.99,0755350723,ePUB,300.0,9780755350728
City of Sin,Catharine Arnold,16.99,16.99,0857200259,ePUB,384.0,9780857200259
Douglas MacArthur,Arthur Herman,25.7,20.99,0812994892,ePUB,,9780812994896
Athelstan (Penguin Monarchs),Tom Holland,12.99,12.99,0241187826,ePUB,160.0,9780241187821
The Hairy Bikers' Great Curries,Hairy Bikers,17.99,17.99,0297867342,ePUB,288.0,9780297867340
The Sunrise,Victoria Hislop,12.99,12.99,0755377826,ePUB,448.0,9780755377824
Whispers,Rosie Goodwin,11.99,11.99,0755383834,ePUB,347.0,9780755383832
Saving Grace,Julie Garwood,15.42,12.99,1101533072,ePUB,1.0,9781101533079
Small Gods,Terry Pratchett,15.99,15.99,1407034847,ePUB,400.0,9781407034843
Bridge for Complete Beginners,Paul Mendelson,12.99,12.99,071602330X,ePUB,192.0,9780716023302
Dragons of Autumn Twilight,Margaret Weis|Tracy Hickman,16.12,12.99,078695437X,ePUB,448.0,9780786954377
The Tutor,Portia Da Costa,14.99,14.99,0753529068,ePUB,320.0,9780753529065
Last Things,C.P. Snow,10.99,9.99,0755120132,ePUB,394.0,9780755120130
A Good Enough Mother,Bev Thomas,13.19,11.99,0571348408,ePUB,336.0,9780571348404
The Course of Love,Alain de Botton,15.99,15.99,0241962129,ePUB,256.0,9780241962121
The Source,James A. Michener,5.99,5.99,0812986245,ePUB,,9780812986242
Beneath a Burning Sky,Jenny Ashcroft,11.99,11.99,0751565059,ePUB,416.0,9780751565058
Dork Diaries,Rachel Renee Russell,9.99,9.99,0857076752,ePUB,288.0,9780857076755
Scoundrel,Bernard Cornwell,15.99,15.99,0141952059,ePUB,320.0,9780141952055
Broken,Martina Cole,11.99,11.99,075535074X,ePUB,300.0,9780755350742
Why You?,James Reed,16.99,16.99,0241970229,ePUB,272.0,9780241970225
This Changes Everything,Naomi Klein,16.99,16.99,0141971800,ePUB,352.0,9780141971803
The One Plus One,Jojo Moyes,15.99,15.99,1405909064,ePUB,448.0,9781405909068
The Pact,Jodi Picoult,12.99,11.99,0061980242,ePUB,512.0,9780061980244
Maigret and the Informer,Georges Simenon,15.99,15.99,0241304393,ePUB,160.0,9780241304396
Betty Crocker Lost Recipes,Betty Crocker,10.99,10.99,1328710378,ePUB,240.0,9781328710376
Cure Your Child with Food,Kelly Dorfman,23.99,23.99,0761176918,ePUB,368.0,9780761176916
The Tideway Girls,Pamela Evans,12.99,12.99,0755372778,ePUB,300.0,9780755372775
"The Doomsday Prophecy (Ben Hope, Book 3)",Scott Mariani,12.99,12.99,0007320043,ePUB,482.0,9780007320042
